Date,Open,High,Low,Close,Adj Close,Volume,Returns
07-08-2012,4272.600098,4294.399902,4272.600098,4291.600098,4291.600098,0,0.004446941
08-08-2012,4291.600098,4323.799805,4291.600098,4312.600098,4312.600098,0,0.00489328
09-08-2012,4312.600098,4330.399902,4308.299805,4308.299805,4308.299805,0,-0.000997146
10-08-2012,4308.299805,4313.200195,4277.100098,4277.299805,4277.299805,0,-0.007195414
13-08-2012,4277.299805,4314.700195,4277.299805,4283.299805,4283.299805,0,0.001402754
14-08-2012,4283.299805,4300.799805,4271.799805,4292.200195,4292.200195,0,0.002077928
15-08-2012,4292.200195,4312.399902,4267.100098,4281.200195,4281.200195,0,-0.002562788
16-08-2012,4281.200195,4330.200195,4281.200195,4330.200195,4330.200195,0,0.011445389
17-08-2012,4330.200195,4370.100098,4329.299805,4370.100098,4370.100098,0,0.009214332
20-08-2012,4370.100098,4374.700195,4344.200195,4364.299805,4364.299805,0,-0.001327268
21-08-2012,4364.299805,4402.700195,4359.5,4383.399902,4383.399902,0,0.00437644
22-08-2012,4383.399902,4384.200195,4367.200195,4376,4376,0,-0.001688165
23-08-2012,4376,4403.899902,4372,4383.700195,4383.700195,0,0.001759642
24-08-2012,4383.700195,4383.700195,4339.100098,4349,4349,0,-0.007915732
27-08-2012,4351.399902,4375.799805,4341,4343.700195,4343.700195,0,-0.001218626
28-08-2012,4344.200195,4365.100098,4339.899902,4359.399902,4359.399902,0,0.003614362
29-08-2012,4359.399902,4360.100098,4346.399902,4356.399902,4356.399902,0,-0.000688168
30-08-2012,4356.399902,4356.399902,4302.5,4315.700195,4315.700195,0,-0.009342509
31-08-2012,4315.700195,4328.799805,4305.899902,4316.100098,4316.100098,0,9.26624E-05
03-09-2012,4310,4337.600098,4287.399902,4329.700195,4329.700195,0,0.003151015
04-09-2012,4329.700195,4334.5,4293.899902,4303.5,4303.5,0,-0.006051272
05-09-2012,4303.5,4303.5,4261.200195,4278.799805,4278.799805,0,-0.00573956
06-09-2012,4278.799805,4327.100098,4278.799805,4312.899902,4312.899902,0,0.007969547
07-09-2012,4312.899902,4358.299805,4312.899902,4325.799805,4325.799805,0,0.002991004
10-09-2012,4325.799805,4342.299805,4317.299805,4333.799805,4333.799805,0,0.001849369
11-09-2012,4333.700195,4333.700195,4316.700195,4325.799805,4325.799805,0,-0.001845955
12-09-2012,4325.799805,4364.799805,4325.799805,4361.299805,4361.299805,0,0.008206575
13-09-2012,4361.299805,4361.299805,4337.200195,4339.399902,4339.399902,0,-0.005021417
14-09-2012,4353.700195,4398.299805,4353.700195,4390,4390,0,0.011660621
17-09-2012,4404.200195,4412.200195,4392.100098,4402.5,4402.5,0,0.00284738
18-09-2012,4402.5,4404.399902,4383.299805,4394.700195,4394.700195,0,-0.001771676
19-09-2012,4394.700195,4421,4386.200195,4418.399902,4418.399902,0,0.005392793
20-09-2012,4413.299805,4414.299805,4394.399902,4397.200195,4397.200195,0,-0.004798051
21-09-2012,4397.799805,4418.399902,4396.799805,4408.299805,4408.299805,0,0.002524245
24-09-2012,4408.299805,4408.299805,4375,4385.5,4385.5,0,-0.005172018
25-09-2012,4385.5,4385.5,4367.299805,4372.899902,4372.899902,0,-0.002873127
26-09-2012,4363.700195,4365.899902,4348.799805,4361.600098,4361.600098,0,-0.002584053
27-09-2012,4357.5,4384.700195,4336.899902,4384.200195,4384.200195,0,0.005181607
28-09-2012,4383.399902,4394.600098,4368.5,4387,4387,0,0.000638612
01-10-2012,4387,4411.399902,4375,4388.600098,4388.600098,0,0.000364736
02-10-2012,4393.600098,4438.299805,4393.600098,4433,4433,0,0.010117099
03-10-2012,4433,4454.600098,4432.5,4438.600098,4438.600098,0,0.001263275
04-10-2012,4438.600098,4457.399902,4436.700195,4452.399902,4452.399902,0,0.003109044
05-10-2012,4452.399902,4495.799805,4452.399902,4494.399902,4494.399902,0,0.009433115
07-10-2012,4494.399902,4495.799805,4476.700195,4481.899902,4481.899902,0,-0.002781239
08-10-2012,4483.899902,4512.799805,4482.799805,4505.299805,4505.299805,0,0.005220978
09-10-2012,4498.299805,4499,4476,4490.700195,4490.700195,0,-0.003240541
10-10-2012,4490.700195,4492.799805,4460.399902,4483.5,4483.5,0,-0.001603357
11-10-2012,4483.5,4496.100098,4482.700195,4486.600098,4486.600098,0,0.000691446
14-10-2012,4486.600098,4492.700195,4479.200195,4483.399902,4483.399902,0,-0.000713279
15-10-2012,4483.399902,4516.899902,4483.399902,4491.5,4491.5,0,0.001806686
16-10-2012,4491.5,4536.799805,4491.5,4528.200195,4528.200195,0,0.008171033
17-10-2012,4567.700195,4581.799805,4547.100098,4559.399902,4559.399902,0,0.00689009
18-10-2012,4559.399902,4571.799805,4538,4571.100098,4571.100098,0,0.00256617
21-10-2012,4558.5,4559.200195,4522.700195,4541,4541,0,-0.00658487
22-10-2012,4539,4565,4537.200195,4543.100098,4543.100098,0,0.000462475
23-10-2012,4543.100098,4543.100098,4501.700195,4505.799805,4505.799805,0,-0.008210317
24-10-2012,4504.799805,4518.799805,4502.700195,4510.5,4510.5,0,0.001043143
25-10-2012,4513.299805,4526,4472.100098,4472.399902,4472.399902,0,-0.008446979
28-10-2012,4475.399902,4501.899902,4475.200195,4476.899902,4476.899902,0,0.001006171
29-10-2012,4477.399902,4498.899902,4472.799805,4485.700195,4485.700195,0,0.001965711
30-10-2012,4492.399902,4524.799805,4492.100098,4517,4517,0,0.006977685
31-10-2012,4517,4517,4457.600098,4457.600098,4457.600098,0,-0.013150299
01-11-2012,4470.100098,4486.399902,4457.299805,4460.100098,4460.100098,0,0.00056084
04-11-2012,4457.399902,4478,4436.200195,4474.100098,4474.100098,0,0.003138943
05-11-2012,4473,4490,4470.399902,4484.799805,4484.799805,0,0.002391477
06-11-2012,4484.799805,4519.299805,4482.799805,4516.5,4516.5,0,0.007068363
07-11-2012,4516.5,4516.5,4459.899902,4483.799805,4483.799805,0,-0.007240163
08-11-2012,4483.799805,4483.799805,4436.600098,4462,4462,0,-0.004861904
11-11-2012,4458.5,4465.200195,4442.899902,4448,4448,0,-0.003137606
12-11-2012,4446.100098,4447.100098,4379.799805,4379.799805,4379.799805,0,-0.015332778
13-11-2012,4379.799805,4395.600098,4372,4388.399902,4388.399902,0,0.001963582
14-11-2012,4388.399902,4388.399902,4339,4349.299805,4349.299805,0,-0.008909876
15-11-2012,4350.5,4351.799805,4334.299805,4336.799805,4336.799805,0,-0.002874026
18-11-2012,4345.100098,4364.399902,4340,4361.399902,4361.399902,0,0.005672408
19-11-2012,4361.399902,4391,4361.399902,4385.700195,4385.700195,0,0.005571673
20-11-2012,4387.5,4389,4366.799805,4369.5,4369.5,0,-0.003693867
21-11-2012,4376.200195,4428.600098,4374,4413.100098,4413.100098,0,0.009978281
22-11-2012,4413.100098,4413.200195,4397.899902,4413,4413,0,-2.2682E-05
25-11-2012,4413,4426,4413,4424.200195,4424.200195,0,0.002538
26-11-2012,4424.200195,4461.700195,4424,4456.799805,4456.799805,0,0.007368475
27-11-2012,4453.200195,4453.200195,4433,4447.299805,4447.299805,0,-0.002131574
28-11-2012,4447.100098,4477.700195,4445.5,4477.700195,4477.700195,0,0.006835696
29-11-2012,4477.700195,4514.200195,4477.700195,4506,4506,0,0.006320165
02-12-2012,4506,4538.600098,4506,4531.5,4531.5,0,0.005659121
03-12-2012,4531.5,4537,4502.100098,4503.600098,4503.600098,0,-0.00615688
04-12-2012,4503.600098,4525.100098,4500.200195,4520.399902,4520.399902,0,0.003730305
05-12-2012,4520.399902,4528.799805,4504.899902,4509.299805,4509.299805,0,-0.002455556
06-12-2012,4516.100098,4554.100098,4515.600098,4551.799805,4551.799805,0,0.009424967
09-12-2012,4552.200195,4571.700195,4552.200195,4557.899902,4557.899902,0,0.001340151
10-12-2012,4557.899902,4581,4557.899902,4576,4576,0,0.003971149
11-12-2012,4576,4603.5,4576,4583.799805,4583.799805,0,0.001704503
12-12-2012,4583.799805,4592.200195,4577.700195,4582.799805,4582.799805,0,-0.00021816
13-12-2012,4582.799805,4598.299805,4579.799805,4583.100098,4583.100098,0,6.55261E-05
16-12-2012,4583.100098,4586.200195,4569.399902,4573.399902,4573.399902,0,-0.002116514
17-12-2012,4579.100098,4610.299805,4579.100098,4595.200195,4595.200195,0,0.004766759
18-12-2012,4604.299805,4627.100098,4603.299805,4617.799805,4617.799805,0,0.00491809
19-12-2012,4619.700195,4643.5,4610.299805,4634.100098,4634.100098,0,0.003529883
20-12-2012,4634.100098,4658.700195,4611.200195,4623.600098,4623.600098,0,-0.002265812
23-12-2012,4625.700195,4645.5,4625.700195,4635.200195,4635.200195,0,0.002508888
26-12-2012,4635.200195,4653,4629.700195,4648,4648,0,0.002761435
27-12-2012,4651.799805,4688.600098,4651.700195,4671.299805,4671.299805,0,0.005012867
30-12-2012,4666,4666,4644.799805,4649,4649,0,-0.00477379
01-01-2013,4648.899902,4710.299805,4648.899902,4705.899902,4705.899902,0,0.01223917
02-01-2013,4705.899902,4743.399902,4705.899902,4740.700195,4740.700195,0,0.007395035
03-01-2013,4740.700195,4740.700195,4716.799805,4723.799805,4723.799805,0,-0.003564957
06-01-2013,4726.799805,4750.700195,4714.700195,4717.299805,4717.299805,0,-0.001376011
07-01-2013,4721.399902,4736.5,4689.799805,4690.299805,4690.299805,0,-0.005723613
08-01-2013,4690.799805,4711.299805,4690.799805,4708.100098,4708.100098,0,0.003795129
09-01-2013,4708.100098,4728.700195,4700.700195,4723,4723,0,0.003164738
10-01-2013,4723.5,4734.600098,4704.200195,4709.5,4709.5,0,-0.002858353
13-01-2013,4709.5,4731,4708.799805,4719.700195,4719.700195,0,0.002165876
14-01-2013,4720.899902,4731.5,4706.399902,4716.600098,4716.600098,0,-0.000656842
15-01-2013,4715.299805,4739.799805,4714.5,4738.399902,4738.399902,0,0.004621932
16-01-2013,4738.399902,4787.200195,4738.399902,4756.600098,4756.600098,0,0.003841
17-01-2013,4756.600098,4782.600098,4756.600098,4771.200195,4771.200195,0,0.00306944
20-01-2013,4773.299805,4779.700195,4762.600098,4777.5,4777.5,0,0.001320382
21-01-2013,4777.5,4801.700195,4767.299805,4779.100098,4779.100098,0,0.000334924
22-01-2013,4788.600098,4802.200195,4787.799805,4787.799805,4787.799805,0,0.001820365
23-01-2013,4783.700195,4814.200195,4779.200195,4810.200195,4810.200195,0,0.00467864
24-01-2013,4810.200195,4835.200195,4810.200195,4835.200195,4835.200195,0,0.005197289
28-01-2013,4842.399902,4896.600098,4841.600098,4889,4889,0,0.011126696
29-01-2013,4889.100098,4906.200195,4886.299805,4896.700195,4896.700195,0,0.001575004
30-01-2013,4896.700195,4906.200195,4866.5,4878.799805,4878.799805,0,-0.003655603
31-01-2013,4878.799805,4922.600098,4878.799805,4921.100098,4921.100098,0,0.008670225
03-02-2013,4921.100098,4951.299805,4907.5,4907.5,4907.5,0,-0.00276363
04-02-2013,4896,4897.399902,4869.5,4882.700195,4882.700195,0,-0.00505345
05-02-2013,4882.700195,4931.200195,4882.700195,4921,4921,0,0.00784398
06-02-2013,4914.899902,4938.200195,4907.899902,4935.700195,4935.700195,0,0.002987237
07-02-2013,4932.899902,4971.299805,4928.5,4971.299805,4971.299805,0,0.007212677
10-02-2013,4971.299805,4977.799805,4959.5,4959.5,4959.5,0,-0.002373585
11-02-2013,4959.5,4981.5,4959,4959,4959,0,-0.000100817
12-02-2013,4959,5013.600098,4959,5003.700195,5003.700195,0,0.009013953
13-02-2013,5003.700195,5045.399902,4998.299805,5036.899902,5036.899902,0,0.006635031
14-02-2013,5031.899902,5044.399902,5021,5033.899902,5033.899902,0,-0.000595604
17-02-2013,5041.200195,5070.5,5030.899902,5063.399902,5063.399902,0,0.005860268
18-02-2013,5063.399902,5081.899902,5045.799805,5081.899902,5081.899902,0,0.003653672
19-02-2013,5081.899902,5106.600098,5081.899902,5098.700195,5098.700195,0,0.003305908
20-02-2013,5069.200195,5076,4980.100098,4980.100098,4980.100098,0,-0.023260849
21-02-2013,4980.100098,5055.299805,4975.899902,5018.100098,5018.100098,0,0.007630369
24-02-2013,5016.799805,5064.299805,5016.799805,5055.799805,5055.799805,0,0.007512745
25-02-2013,5036.799805,5038.600098,4978.399902,5003.600098,5003.600098,0,-0.010324718
26-02-2013,5011.600098,5043.200195,5011.600098,5036.600098,5036.600098,0,0.006595251
27-02-2013,5036.600098,5112.5,5036.600098,5104.100098,5104.100098,0,0.013401898
28-02-2013,5104.100098,5104.100098,5062.100098,5086.100098,5086.100098,0,-0.003526577
03-03-2013,5086.100098,5086.100098,5009.600098,5010.5,5010.5,0,-0.01486406
04-03-2013,5010.5,5095,5010.5,5075.399902,5075.399902,0,0.01295278
05-03-2013,5075.399902,5131.600098,5075.399902,5116.799805,5116.799805,0,0.008156974
06-03-2013,5120,5135.700195,5086.5,5109.200195,5109.200195,0,-0.001485227
07-03-2013,5109.200195,5131.200195,5102,5123.399902,5123.399902,0,0.002779243
10-03-2013,5120.799805,5148.399902,5115,5146.899902,5146.899902,0,0.004586798
11-03-2013,5150.5,5163.5,5117.899902,5117.899902,5117.899902,0,-0.00563446
12-03-2013,5120.799805,5121.799805,5079.899902,5092.399902,5092.399902,0,-0.004982512
13-03-2013,5089.700195,5103.399902,5032.200195,5032.200195,5032.200195,0,-0.011821481
14-03-2013,5032.200195,5120.200195,5032.200195,5120.200195,5120.200195,0,0.017487381
17-03-2013,5101.700195,5101.700195,5014.700195,5015.399902,5015.399902,0,-0.020468007
18-03-2013,5023.100098,5057.399902,4987.399902,4987.399902,4987.399902,0,-0.005582805
19-03-2013,4987.399902,4988.100098,4937.5,4967.399902,4967.399902,0,-0.004010106
20-03-2013,4967.299805,4998.899902,4947.799805,4959.399902,4959.399902,0,-0.0016105
21-03-2013,4956.299805,4983.600098,4927.899902,4967.299805,4967.299805,0,0.001592915
24-03-2013,4968.799805,5023.200195,4968.799805,4990.200195,4990.200195,0,0.004610229
25-03-2013,4981,4981,4942.5,4950.200195,4950.200195,0,-0.00801571
26-03-2013,4959.200195,4995,4956.799805,4995,4995,0,0.0090501
27-03-2013,4995,4995,4966.5,4966.5,4966.5,0,-0.005705706
01-04-2013,4966.5,5005.600098,4964.799805,4985.5,4985.5,0,0.003825632
02-04-2013,4989.799805,5011.899902,4934.600098,4957.700195,4957.700195,0,-0.005576132
03-04-2013,4949.899902,4949.899902,4902.200195,4913.5,4913.5,0,-0.008915463
04-04-2013,4919.899902,4924,4883.700195,4891.399902,4891.399902,0,-0.004497832
08-04-2013,4891.399902,4914,4889.600098,4905.5,4905.5,0,0.00288263
09-04-2013,4905.5,4976.899902,4905.5,4976.799805,4976.799805,0,0.014534666
10-04-2013,4987.200195,4991.899902,4956.299805,4968,4968,0,-0.001768165
11-04-2013,4968,5013.200195,4968,5007.100098,5007.100098,0,0.00787039
12-04-2013,5006.5,5023,5006.100098,5013.5,5013.5,0,0.001278165
15-04-2013,5005.299805,5005.299805,4933.299805,4967.899902,4967.899902,0,-0.009095462
16-04-2013,4967.899902,4967.899902,4914,4950.799805,4950.799805,0,-0.003442118
17-04-2013,4950.799805,5006.100098,4950.799805,5004.600098,5004.600098,0,0.01086699
18-04-2013,4988.5,4992.600098,4924.399902,4924.399902,4924.399902,0,-0.016025296
19-04-2013,4924.399902,4960.399902,4918.399902,4931.899902,4931.899902,0,0.001523028
22-04-2013,4931.899902,4966.600098,4931.899902,4966.600098,4966.600098,0,0.007035868
23-04-2013,4966.600098,5036.5,4966.600098,5016.200195,5016.200195,0,0.009986731
24-04-2013,5022.899902,5103.600098,5022.899902,5102.399902,5102.399902,0,0.017184264
26-04-2013,5113.899902,5135,5097.399902,5097.5,5097.5,0,-0.000960313
29-04-2013,5097.5,5130.299805,5097.5,5125.799805,5125.799805,0,0.005551703
30-04-2013,5125.799805,5195.100098,5125.799805,5191.200195,5191.200195,0,0.012759061
01-05-2013,5187.299805,5188.100098,5159.600098,5166.200195,5166.200195,0,-0.004815842
02-05-2013,5166.200195,5166.200195,5117.399902,5130,5130,0,-0.007007122
03-05-2013,5130,5183.200195,5126.5,5129.5,5129.5,0,-9.74659E-05
06-05-2013,5146.700195,5201.299805,5145.5,5156.200195,5156.200195,0,0.005205224
07-05-2013,5162.700195,5166.700195,5118.899902,5143.700195,5143.700195,0,-0.002424266
08-05-2013,5152.399902,5201.899902,5150.399902,5199.799805,5199.799805,0,0.01090647
09-05-2013,5194.200195,5211.5,5182.299805,5198.399902,5198.399902,0,-0.000269222
10-05-2013,5200,5242.5,5198.200195,5206.100098,5206.100098,0,0.001481263
13-05-2013,5203.5,5219.200195,5190.200195,5210.299805,5210.299805,0,0.00080669
14-05-2013,5210.299805,5227.100098,5207.100098,5221,5221,0,0.002053662
15-05-2013,5222.299805,5249.600098,5168.5,5191.700195,5191.700195,0,-0.005611914
16-05-2013,5191.700195,5211.600098,5156.799805,5165.700195,5165.700195,0,-0.005007993
17-05-2013,5175.600098,5194.899902,5168.600098,5180.799805,5180.799805,0,0.002923052
20-05-2013,5187.200195,5246.899902,5187.200195,5209,5209,0,0.005443213
21-05-2013,5207.799805,5207.799805,5160.600098,5180.100098,5180.100098,0,-0.005548071
22-05-2013,5187.5,5203.399902,5154,5165.399902,5165.399902,0,-0.002837821
23-05-2013,5160.200195,5160.200195,5058.600098,5062.399902,5062.399902,0,-0.019940373
24-05-2013,5062.399902,5083.5,4954.899902,4983.5,4983.5,0,-0.015585474
27-05-2013,4983.799805,4983.899902,4931.200195,4959.899902,4959.899902,0,-0.004735647
28-05-2013,4959.100098,4981.299805,4950.100098,4970.700195,4970.700195,0,0.002177522
29-05-2013,4970.700195,4993.200195,4960.299805,4974.700195,4974.700195,0,0.000804716
30-05-2013,4974.700195,4974.700195,4897.899902,4930.700195,4930.700195,0,-0.008844754
31-05-2013,4942.200195,4962.899902,4922.799805,4926.600098,4926.600098,0,-0.000831545
03-06-2013,4926.600098,4933.299805,4888.299805,4888.299805,4888.299805,0,-0.007774183
04-06-2013,4888.299805,4907.200195,4864.700195,4900.799805,4900.799805,0,0.002557126
05-06-2013,4900.799805,4900.799805,4831.100098,4835.200195,4835.200195,0,-0.013385491
06-06-2013,4832,4832,4778.100098,4781.200195,4781.200195,0,-0.0111681
07-06-2013,4781.200195,4783.299805,4732.299805,4737.700195,4737.700195,0,-0.009098134
11-06-2013,4737.700195,4758.399902,4735.399902,4757.100098,4757.100098,0,0.004094793
12-06-2013,4757.100098,4757.100098,4710,4724.5,4724.5,0,-0.006852935
13-06-2013,4724.5,4724.5,4658.600098,4695.799805,4695.799805,0,-0.006074758
14-06-2013,4695.799805,4792.600098,4695.799805,4791.799805,4791.799805,0,0.020443802
17-06-2013,4773.200195,4825.899902,4743.299805,4825.899902,4825.899902,0,0.007116344
18-06-2013,4825.899902,4825.899902,4767.5,4814.399902,4814.399902,0,-0.002382975
19-06-2013,4814.399902,4861.399902,4814.399902,4861.399902,4861.399902,0,0.00976238
20-06-2013,4861.399902,4861.399902,4729,4758.399902,4758.399902,0,-0.021187313
21-06-2013,4758.100098,4758.100098,4683.299805,4738.799805,4738.799805,0,-0.004119052
24-06-2013,4738.799805,4738.799805,4662.299805,4669.100098,4669.100098,0,-0.014708304
25-06-2013,4669.100098,4688.200195,4632.299805,4656,4656,0,-0.002805701
26-06-2013,4656,4749.700195,4656,4731.700195,4731.700195,0,0.016258633
27-06-2013,4731.700195,4830.5,4731.700195,4811.299805,4811.299805,0,0.016822623
28-06-2013,4811.299805,4833.399902,4795.600098,4802.600098,4802.600098,0,-0.001808182
01-07-2013,4802.600098,4802.600098,4702.700195,4710.299805,4710.299805,0,-0.019218817
02-07-2013,4710.299805,4834,4710.299805,4834,4834,0,0.026261639
03-07-2013,4834,4834,4720.200195,4744.100098,4744.100098,0,-0.018597415
04-07-2013,4744.100098,4801.100098,4744.100098,4794.700195,4794.700195,0,0.0106659
05-07-2013,4794.700195,4853.399902,4794.700195,4841.700195,4841.700195,564258800,0.00980249
08-07-2013,4841.700195,4853.5,4786.100098,4809.5,4809.5,0,-0.006650597
09-07-2013,4809.5,4894.899902,4809.5,4881.700195,4881.700195,0,0.015011996
10-07-2013,4881.700195,4950.799805,4881.700195,4901.399902,4901.399902,0,0.004035419
11-07-2013,4901.399902,4965.700195,4901.399902,4965.700195,4965.700195,0,0.013118761
12-07-2013,4965.700195,5012.5,4965.700195,4973.899902,4973.899902,0,0.001651269
15-07-2013,4973.899902,4995.799805,4960.100098,4981.100098,4981.100098,0,0.001447596
16-07-2013,4981.100098,4999.299805,4973.700195,4986,4986,0,0.000983699
17-07-2013,4986,4996.100098,4978.899902,4981.700195,4981.700195,0,-0.000862376
18-07-2013,4981.700195,5008.799805,4981.700195,4993.399902,4993.399902,0,0.002348537
19-07-2013,4993.399902,5010.100098,4962.100098,4972.100098,4972.100098,0,-0.004265591
22-07-2013,4974.899902,5026.700195,4974.899902,5001.899902,5001.899902,0,0.005993404
23-07-2013,5001.899902,5027.600098,5001.899902,5017.100098,5017.100098,0,0.003038884
24-07-2013,5017.100098,5053.799805,5017.100098,5035.100098,5035.100098,0,0.00358773
25-07-2013,5035.100098,5038,5007.399902,5035.600098,5035.600098,0,9.93029E-05
26-07-2013,5035.600098,5062.600098,5026.5,5042,5042,0,0.001270931
29-07-2013,5042,5059.5,5035,5046.299805,5046.299805,0,0.000852798
30-07-2013,5046.299805,5055.200195,5025.600098,5047.200195,5047.200195,668395100,0.000178426
31-07-2013,5047.200195,5098.5,5047.200195,5052,5052,632579400,0.000950984
01-08-2013,5052,5092.299805,5030.100098,5061.5,5061.5,679430900,0.001880443
02-08-2013,5061.5,5116.799805,5061.5,5116.799805,5116.799805,627316300,0.010925576
05-08-2013,5116.799805,5116.799805,5100.399902,5111.299805,5111.299805,408365500,-0.001074891
06-08-2013,5111.299805,5117.700195,5087.100098,5105.600098,5105.600098,581265900,-0.001115119
07-08-2013,5105.600098,5105.600098,5007.899902,5011.299805,5011.299805,707458900,-0.018469972
08-08-2013,5011.299805,5082.899902,5011.299805,5064.799805,5064.799805,735128900,0.010675873
09-08-2013,5064.799805,5076.700195,5023.100098,5055.200195,5055.200195,574094300,-0.001895358
12-08-2013,5055.200195,5109.799805,5048.100098,5108.700195,5108.700195,600345300,0.010583161
13-08-2013,5108.700195,5160.899902,5108.700195,5157.700195,5157.700195,688770300,0.009591481
14-08-2013,5157.700195,5168.200195,5143,5157.399902,5157.399902,636855800,-5.82223E-05
15-08-2013,5157.399902,5165.100098,5141.600098,5152.399902,5152.399902,770522000,-0.000969481
16-08-2013,5152.399902,5152.399902,5101.299805,5113.899902,5113.899902,699263800,-0.007472246
19-08-2013,5113.899902,5127.399902,5098.799805,5112.5,5112.5,650716900,-0.000273745
20-08-2013,5112.5,5112.5,5057.399902,5078.200195,5078.200195,635173200,-0.006709008
21-08-2013,5078.200195,5106.700195,5069.5,5100,5100,621735000,0.004292821
22-08-2013,5100,5100,5028,5075.700195,5075.700195,843953500,-0.004764668
23-08-2013,5078.100098,5142.100098,5078.100098,5123.399902,5123.399902,867507200,0.00939766
26-08-2013,5123.399902,5157.100098,5123.399902,5135.399902,5135.399902,619820800,0.002342195
27-08-2013,5135,5143.799805,5108.899902,5141.200195,5141.200195,577509000,0.001129473
28-08-2013,5141.200195,5141.200195,5076.399902,5087.200195,5087.200195,730863800,-0.010503384
29-08-2013,5087.200195,5098.799805,5064.100098,5092.399902,5092.399902,781007200,0.001022116
30-08-2013,5092.399902,5135,5075.899902,5135,5135,871891200,0.008365427
02-09-2013,5135,5191.100098,5126.600098,5188.299805,5188.299805,0,0.010379709
03-09-2013,5188.299805,5207.700195,5187.700195,5196.600098,5196.600098,724788600,0.00159981
04-09-2013,5196.600098,5196.600098,5152.700195,5161.600098,5161.600098,702483700,-0.006735173
05-09-2013,5161.600098,5172.100098,5116.399902,5142.5,5142.5,650101900,-0.003700422
06-09-2013,5142.5,5156.899902,5115.100098,5145,5145,628791400,0.000486145
09-09-2013,5145,5181.5,5145,5181.5,5181.5,543698100,0.007094266
10-09-2013,5181.5,5212.399902,5181.5,5201.200195,5201.200195,549095900,0.003802025
11-09-2013,5201.200195,5234.399902,5201.200195,5234.399902,5234.399902,693858800,0.006383086
12-09-2013,5234.399902,5252.100098,5228.899902,5242.5,5242.5,745320700,0.001547474
13-09-2013,5242.5,5242.5,5208.200195,5219.600098,5219.600098,655170400,-0.004368126
16-09-2013,5219.600098,5266.100098,5219.600098,5248,5248,499429400,0.005441011
17-09-2013,5248,5263.399902,5227.600098,5251.200195,5251.200195,585161000,0.000609793
18-09-2013,5251.200195,5254.5,5227.700195,5238.100098,5238.100098,655820800,-0.002494686
19-09-2013,5238.200195,5300.100098,5238.200195,5295.600098,5295.600098,1119779800,0.010977263
20-09-2013,5295.5,5295.5,5268.799805,5276.700195,5276.700195,1202889300,-0.003568982
23-09-2013,5276.700195,5276.700195,5227.399902,5252.5,5252.5,509901900,-0.004586236
24-09-2013,5252.5,5252.5,5217.899902,5234.200195,5234.200195,491863600,-0.003484018
25-09-2013,5234.200195,5283.799805,5230.5,5275.899902,5275.899902,558598200,0.007966777
26-09-2013,5275.899902,5294.5,5249.299805,5294.5,5294.5,471279100,0.003525483
27-09-2013,5294.5,5314.299805,5294.5,5307.100098,5307.100098,567079100,0.002379847
30-09-2013,5307.100098,5307.100098,5218.899902,5218.899902,5218.899902,561519700,-0.016619283
01-10-2013,5218.899902,5243.100098,5201.799805,5206.799805,5206.799805,504449900,-0.002318515
